mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.09450006484985352,0.01067258362027294,0.019000720977783204,0.0035778228331676135,False,10,sqrt,4,2,100,"{'bootstrap': False, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 100}",0.8032786885245902,0.819672131147541,0.8166666666666667,0.8833333333333333,0.85,0.8345901639344262,0.028766534582730485,5,0.9543568464730291,0.946058091286307,0.9462809917355371,0.9545454545454546,0.9421487603305785,0.9486780288741812,0.00493795222843999
0.08550000190734863,0.006877905882466088,0.015700340270996094,0.002521537895718104,False,10,sqrt,4,5,100,"{'bootstrap': False, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 100}",0.8032786885245902,0.819672131147541,0.8166666666666667,0.8833333333333333,0.85,0.8345901639344262,0.028766534582730485,5,0.9543568464730291,0.946058091286307,0.9462809917355371,0.9545454545454546,0.9421487603305785,0.9486780288741812,0.00493795222843999
0.09610013961791992,0.00633534715430486,0.02039942741394043,0.0028357950984512987,False,20,sqrt,4,2,100,"{'bootstrap': False, 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 100}",0.8032786885245902,0.819672131147541,0.8166666666666667,0.8833333333333333,0.85,0.8345901639344262,0.028766534582730485,5,0.9543568464730291,0.946058091286307,0.9462809917355371,0.9586776859504132,0.9421487603305785,0.9495044751551729,0.006067425342091507
0.09539937973022461,0.010307550629379818,0.03160052299499512,0.018717244447668733,False,20,sqrt,4,5,100,"{'bootstrap': False, 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 100}",0.8032786885245902,0.819672131147541,0.8166666666666667,0.8833333333333333,0.85,0.8345901639344262,0.028766534582730485,5,0.9543568464730291,0.946058091286307,0.9462809917355371,0.9586776859504132,0.9421487603305785,0.9495044751551729,0.006067425342091507
0.08709969520568847,0.004641060562155123,0.02049994468688965,0.0032557698243016976,False,30,sqrt,4,2,100,"{'bootstrap': False, 'max_depth': 30, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 100}",0.8032786885245902,0.819672131147541,0.8166666666666667,0.8833333333333333,0.85,0.8345901639344262,0.028766534582730485,5,0.9543568464730291,0.946058091286307,0.9462809917355371,0.9586776859504132,0.9421487603305785,0.9495044751551729,0.006067425342091507
0.08099994659423829,0.0032711764061847184,0.021399879455566408,0.001356666623726499,False,30,sqrt,4,5,100,"{'bootstrap': False, 'max_depth': 30, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 100}",0.8032786885245902,0.819672131147541,0.8166666666666667,0.8833333333333333,0.85,0.8345901639344262,0.028766534582730485,5,0.9543568464730291,0.946058091286307,0.9462809917355371,0.9586776859504132,0.9421487603305785,0.9495044751551729,0.006067425342091507
0.06659951210021972,0.009013008253197938,0.019100189208984375,0.0033966879040169063,True,,sqrt,2,5,50,"{'bootstrap': True, 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 50}",0.819672131147541,0.819672131147541,0.8166666666666667,0.8666666666666667,0.85,0.834535519125683,0.02016282372879466,17,0.970954356846473,0.950207468879668,0.9545454545454546,0.9380165289256198,0.9297520661157025,0.9486951750625836,0.014176451151095792
0.07070069313049317,0.005144186925566824,0.02039966583251953,0.003261838905045686,True,10,sqrt,2,5,50,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 50}",0.819672131147541,0.819672131147541,0.8166666666666667,0.8666666666666667,0.85,0.834535519125683,0.02016282372879466,17,0.970954356846473,0.950207468879668,0.9586776859504132,0.9380165289256198,0.9297520661157025,0.9495216213435753,0.014607316813967836
0.0689997673034668,0.015953609588859677,0.017199945449829102,0.005259327021416346,True,20,sqrt,2,5,50,"{'bootstrap': True, 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 50}",0.819672131147541,0.819672131147541,0.8166666666666667,0.8666666666666667,0.85,0.834535519125683,0.02016282372879466,17,0.970954356846473,0.950207468879668,0.9545454545454546,0.9380165289256198,0.9297520661157025,0.9486951750625836,0.014176451151095792
0.06339983940124512,0.0037201351443241198,0.015300416946411132,0.001938941252109466,True,30,sqrt,2,5,50,"{'bootstrap': True, 'max_depth': 30, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 50}",0.819672131147541,0.819672131147541,0.8166666666666667,0.8666666666666667,0.85,0.834535519125683,0.02016282372879466,17,0.970954356846473,0.950207468879668,0.9545454545454546,0.9380165289256198,0.9297520661157025,0.9486951750625836,0.014176451151095792
