Feature_Set,Num_Features,Single_Split_Acc,CV_5Fold_Mean,CV_5Fold_Std,Difference,Within_1_Std
All_13,13,1.0,0.9960975609756098,0.007804878048780495,0.0039024390243902474,True
Top8_ML_Borda,8,1.0,1.0,0.0,0.0,True
Top_Stats_Effect,7,1.0,0.9960975609756098,0.007804878048780495,0.0039024390243902474,True
Top_Agreement,5,0.9902439024390244,0.9892682926829268,0.007169238271560528,0.0009756097560975618,True
Top3_Paper,3,0.8585365853658536,0.846829268292683,0.025922595620656422,0.011707317073170631,True
